task,classifier,validation_strategy,fold_count,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std
2class,lda,loso,6,0.49166666666666664,0.49166666666666664,0.49142857142857144,0.49166666666666664,0.4881118881118881,0.49166666666666664,0.07021791477646966,0.49166666666666664,0.07021791477646966,0.4523564576933452,0.11907272238446859,0.49166666666666664,0.07021791477646966,0.43524055876021034,0.08471787652250068
2class,svm,loso,6,0.5083333333333333,0.5083333333333333,0.5085251491901108,0.5083333333333333,0.5055520636915986,0.5083333333333333,0.03435921354681385,0.5083333333333333,0.03435921354681385,0.4347423044791466,0.13763725278277192,0.5083333333333333,0.03435921354681385,0.42918462069542884,0.09287057224372594
2class,logistic_regression,loso,6,0.5125,0.5125,0.5128949065119277,0.5125,0.5087387812942843,0.5125,0.06884463184107625,0.5125,0.06884463184107628,0.5608575869486685,0.12849283932512356,0.5125,0.06884463184107628,0.44831063391019454,0.08243295075657123
2class,knn,loso,6,0.4875,0.4875,0.48749218261413385,0.4875,0.4874199093608376,0.4875,0.04018187817080399,0.4875,0.04018187817080398,0.44654200575253206,0.09710510381117407,0.4875,0.04018187817080398,0.4426005546780523,0.06219062745988504
2class,random_forest,loso,6,0.5041666666666667,0.5041666666666667,0.5041739130434783,0.5041666666666667,0.503951367781155,0.5041666666666667,0.04429227421972773,0.5041666666666667,0.044292274219727715,0.48844246031746036,0.16597761272574177,0.5041666666666667,0.044292274219727715,0.4275331772224427,0.09224274658746472
4class,lda,loso,6,0.24375,0.24374999999999997,0.23591784230018942,0.24374999999999997,0.23257686117731236,0.24375000000000002,0.023662118107501146,0.24375000000000002,0.02366211810750114,0.21400460292309365,0.06477056472070344,0.24375000000000002,0.02366211810750114,0.17144736470717636,0.05213726280346473
4class,svm,loso,6,0.2916666666666667,0.2916666666666667,0.30056377491719344,0.2916666666666667,0.2911294860168025,0.2916666666666667,0.05187458165828639,0.2916666666666667,0.05187458165828638,0.24400129975795729,0.10045008160012661,0.2916666666666667,0.05187458165828638,0.22281540138931577,0.08306276984200094
4class,logistic_regression,loso,6,0.25416666666666665,0.25416666666666665,0.25018218248196,0.25416666666666665,0.24011682474034907,0.2541666666666667,0.02357022603955158,0.2541666666666667,0.0235702260395516,0.2086523143401794,0.06547652346357116,0.2541666666666667,0.0235702260395516,0.17793396432324185,0.05457597803280432
4class,knn,loso,6,0.25625,0.25625,0.25249117366330603,0.25625,0.2467403686080668,0.25625000000000003,0.020090939085401986,0.25625,0.02009093908540199,0.23928905398147593,0.045983775563566906,0.25625,0.02009093908540199,0.21755551839117912,0.03050234441873763
4class,random_forest,loso,6,0.26875,0.26875000000000004,0.27560936745419995,0.26875000000000004,0.2588706893964405,0.26875,0.023662118107501146,0.26875,0.023662118107501146,0.21897276047217865,0.0655252517725882,0.26875,0.023662118107501146,0.2178931462641028,0.04795976528481312
6class,lda,loso,6,0.20555555555555555,0.20555555555555557,0.2203539829278467,0.20555555555555557,0.19684885597782942,0.20555555555555557,0.043479099562495925,0.20555555555555557,0.04347909956249591,0.20070923293761347,0.06901083586602061,0.20555555555555557,0.04347909956249591,0.1535191521596643,0.0541695724730553
6class,svm,loso,6,0.19166666666666668,0.19166666666666668,0.18859542703322627,0.19166666666666668,0.18824152068469466,0.19166666666666665,0.04614791034954487,0.19166666666666665,0.04614791034954485,0.14311748770642016,0.07558013389335062,0.19166666666666665,0.04614791034954485,0.1338619826129032,0.058898794683168144
6class,logistic_regression,loso,6,0.2111111111111111,0.2111111111111111,0.20911283734417815,0.2111111111111111,0.19533902897508393,0.2111111111111111,0.021336515966301692,0.21111111111111114,0.02133651596630169,0.19586682478089926,0.045422076909091454,0.21111111111111114,0.02133651596630169,0.15769999153189518,0.03953081494146885
6class,knn,loso,6,0.19444444444444445,0.19444444444444445,0.18859420927502848,0.19444444444444445,0.18175342681616655,0.19444444444444445,0.0345830544388576,0.19444444444444445,0.03458305443885759,0.1663907241339057,0.043836448724649237,0.19444444444444445,0.03458305443885759,0.16110893876691787,0.04349226774586636
6class,random_forest,loso,6,0.19583333333333333,0.1958333333333333,0.19834326649137213,0.1958333333333333,0.1887466901660638,0.19583333333333333,0.02916666666666667,0.19583333333333333,0.029166666666666678,0.16893451169256282,0.06230759677634923,0.19583333333333333,0.029166666666666678,0.1458302330579113,0.04919502651035531
