task,classifier,validation_strategy,fold_count,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std
2class,lda,loso_filtered,6,0.55,0.5499999999999999,0.5506899464939454,0.5499999999999999,0.5484635217058045,0.55,0.0692218655243173,0.55,0.0692218655243173,0.5555798774000529,0.07717454036061612,0.55,0.0692218655243173,0.5130409704546063,0.09876604885405596
2class,svm,loso_filtered,6,0.5208333333333334,0.5208333333333334,0.5221255254812303,0.5208333333333334,0.513733504818619,0.5208333333333334,0.044292274219727694,0.5208333333333334,0.04429227421972774,0.565910075587495,0.09785479628222514,0.5208333333333334,0.04429227421972774,0.4548987514294796,0.0746905212546816
2class,logistic_regression,loso_filtered,6,0.5416666666666666,0.5416666666666666,0.5424208144796381,0.5416666666666666,0.5396205357142857,0.5416666666666667,0.06718548123582126,0.5416666666666667,0.06718548123582126,0.5428176398764635,0.09276362897866804,0.5416666666666667,0.06718548123582126,0.5012530384867745,0.09985321978324689
2class,knn,loso_filtered,6,0.5,0.5,0.5,0.5,0.4999652753663449,0.5,0.04330127018922195,0.5,0.04330127018922195,0.49938985557991317,0.05472079642312317,0.5,0.04330127018922195,0.4694908340040083,0.05192835467605609
2class,random_forest,loso_filtered,6,0.5458333333333333,0.5458333333333334,0.5470118954341477,0.5458333333333334,0.5429689547336606,0.5458333333333333,0.05286907308520633,0.5458333333333333,0.05286907308520635,0.5497569274210367,0.057483933582165504,0.5458333333333333,0.05286907308520635,0.5062944788874967,0.08791186003753376
4class,lda,loso_filtered,6,0.2708333333333333,0.27083333333333337,0.27043988605804076,0.27083333333333337,0.26870887473941163,0.2708333333333333,0.03200477394945253,0.2708333333333333,0.03200477394945254,0.2318200508444541,0.05277706722241493,0.2708333333333333,0.03200477394945254,0.2195961657058714,0.05769803547066439
4class,svm,loso_filtered,6,0.2708333333333333,0.27083333333333337,0.2723987854251012,0.27083333333333337,0.26843142948129556,0.2708333333333333,0.027638539919628332,0.2708333333333333,0.027638539919628346,0.24613961730825654,0.0937640311848313,0.2708333333333333,0.027638539919628346,0.2286529635574556,0.0589665059937741
4class,logistic_regression,loso_filtered,6,0.2625,0.26249999999999996,0.263131596708239,0.26249999999999996,0.2622356563167142,0.2625,0.028867513459481284,0.2625,0.028867513459481284,0.22754775448521758,0.04469999208501545,0.2625,0.028867513459481284,0.20351713477725353,0.04713514522830211
4class,knn,loso_filtered,6,0.26875,0.26875,0.27134773434660964,0.26875,0.26857330769186566,0.26875,0.02771694728260431,0.26875,0.02771694728260431,0.2823153517862364,0.057117191951582456,0.26875,0.02771694728260431,0.2502180897583743,0.03065163624838003
4class,random_forest,loso_filtered,6,0.275,0.275,0.27380331060086555,0.275,0.268086514319679,0.27499999999999997,0.027950849718747367,0.27499999999999997,0.027950849718747374,0.25510140902936557,0.08006620065260314,0.27499999999999997,0.027950849718747374,0.23564876632695655,0.04547059105720301
6class,lda,loso_filtered,6,0.19583333333333333,0.19583333333333333,0.1945014181848533,0.19583333333333333,0.19322743252461214,0.19583333333333333,0.004166666666666666,0.19583333333333333,0.004166666666666661,0.19173095068080093,0.03229271326604489,0.19583333333333333,0.004166666666666661,0.16249503413093952,0.020972110477224155
6class,svm,loso_filtered,6,0.19583333333333333,0.1958333333333333,0.19629132367173965,0.1958333333333333,0.18998415089749957,0.1958333333333333,0.021916296997304865,0.1958333333333333,0.02191629699730486,0.17372265840658552,0.04260305168408496,0.1958333333333333,0.02191629699730486,0.15479947581553707,0.028843478789724826
6class,logistic_regression,loso_filtered,6,0.18194444444444444,0.18194444444444444,0.18143310906094504,0.18194444444444444,0.18055203830967356,0.18194444444444444,0.02739317072682781,0.18194444444444444,0.027393170726827794,0.19494829146624484,0.09241262898000628,0.18194444444444444,0.027393170726827794,0.1488335917733403,0.034770306637552054
6class,knn,loso_filtered,6,0.19444444444444445,0.19444444444444445,0.19137505708116734,0.19444444444444445,0.19230735130967921,0.19444444444444445,0.010393492741038733,0.19444444444444445,0.010393492741038728,0.19968209002001122,0.01934083481663715,0.19444444444444445,0.010393492741038728,0.18298636074601035,0.015997819486708444
6class,random_forest,loso_filtered,6,0.20972222222222223,0.20972222222222223,0.21902611483091597,0.20972222222222223,0.20850343179320477,0.20972222222222225,0.036137810642382466,0.20972222222222228,0.03613781064238247,0.22150083261958842,0.05157644555357577,0.20972222222222228,0.03613781064238247,0.18759384496819073,0.037984344510986076
