task,classifier,validation_strategy,fold_count,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std
2class,lda,within_subject_5fold,30,0.5791666666666667,0.5791666666666666,0.579436973033238,0.5791666666666666,0.5788083612795607,0.5791666666666667,0.2200457654418482,0.5791666666666667,0.2200457654418482,0.5888888888888888,0.24974842469208966,0.5791666666666667,0.2200457654418482,0.565021645021645,0.2271458019186579
2class,svm,within_subject_5fold,30,0.5541666666666667,0.5541666666666667,0.5544730777288917,0.5541666666666667,0.5535388306472644,0.5541666666666667,0.15028907330726193,0.5541666666666667,0.15028907330726193,0.5633333333333332,0.16867676737432408,0.5541666666666667,0.15028907330726193,0.5437037037037038,0.1526416879389094
2class,logistic_regression,within_subject_5fold,30,0.5583333333333333,0.5583333333333333,0.55859375,0.5583333333333333,0.5578420467185763,0.5583333333333333,0.21343747458109497,0.5583333333333333,0.21343747458109497,0.557063492063492,0.2398896534979764,0.5583333333333333,0.21343747458109497,0.5436050986050986,0.2216320188148762
2class,knn,within_subject_5fold,30,0.5208333333333334,0.5208333333333334,0.521627856679403,0.5208333333333334,0.5163918627674301,0.5208333333333334,0.16483367037377067,0.5208333333333334,0.16483367037377067,0.5177777777777778,0.20073065076041305,0.5208333333333334,0.16483367037377067,0.502905242905243,0.17598427176827408
2class,random_forest,within_subject_5fold,30,0.5666666666666667,0.5666666666666667,0.5667408231368187,0.5666666666666667,0.5665462628507918,0.5666666666666667,0.18181186857726195,0.5666666666666667,0.18181186857726195,0.573888888888889,0.1960575942087263,0.5666666666666667,0.18181186857726195,0.5583333333333333,0.18456351623761702
4class,lda,within_subject_5fold,30,0.35208333333333336,0.3520833333333333,0.35233784361202114,0.3520833333333333,0.3521606131992546,0.35208333333333336,0.1438707222551629,0.35208333333333336,0.1438707222551629,0.3619543650793651,0.1715411247871156,0.35208333333333336,0.1438707222551629,0.33872289747289747,0.15105368836051264
4class,svm,within_subject_5fold,30,0.33541666666666664,0.3354166666666667,0.3368913529830784,0.3354166666666667,0.3353060012340532,0.33541666666666664,0.1001084481394497,0.33541666666666664,0.1001084481394497,0.3542559523809524,0.15254324821008466,0.33541666666666664,0.1001084481394497,0.3176790339290339,0.11183723639358564
4class,logistic_regression,within_subject_5fold,30,0.3645833333333333,0.36458333333333337,0.365747289918727,0.36458333333333337,0.3649795493233289,0.3645833333333333,0.15735718833984746,0.3645833333333333,0.15735718833984746,0.38526785714285705,0.20168340557932204,0.3645833333333333,0.15735718833984746,0.35036190661190664,0.1632753043944852
4class,knn,within_subject_5fold,30,0.31875,0.31875,0.3191489768526099,0.31875,0.318354036912635,0.31875,0.11221027507912693,0.31875,0.11221027507912693,0.31670634920634916,0.12245914729558507,0.31875,0.11221027507912693,0.30073833573833575,0.10734223581187136
4class,random_forest,within_subject_5fold,30,0.3645833333333333,0.3645833333333333,0.36452281821193816,0.3645833333333333,0.3645115415327026,0.3645833333333333,0.09827063679225628,0.3645833333333333,0.09827063679225628,0.3769510582010582,0.12662109237151498,0.3645833333333333,0.09827063679225628,0.3516885891885892,0.10311322853064582
6class,lda,within_subject_5fold,30,0.28055555555555556,0.28055555555555556,0.28340598849965654,0.28055555555555556,0.2813062571583717,0.2805555555555556,0.1226318891924673,0.2805555555555556,0.1226318891924673,0.295275974025974,0.1425118887244147,0.2805555555555556,0.1226318891924673,0.27009496676163347,0.11975952635041637
6class,svm,within_subject_5fold,30,0.2708333333333333,0.2708333333333333,0.2697076336321637,0.2708333333333333,0.2694977115110664,0.27083333333333337,0.09301408694585123,0.27083333333333337,0.09301408694585123,0.26542768959435625,0.11275143568756585,0.27083333333333337,0.09301408694585123,0.2546374304707638,0.0944372770700973
6class,logistic_regression,within_subject_5fold,30,0.2625,0.2625,0.2638467472912108,0.2625,0.26240011488901044,0.2625,0.12083333333333333,0.2625,0.12083333333333333,0.2730798059964726,0.14411945107351334,0.2625,0.12083333333333333,0.2508614379447713,0.12115441730949586
6class,knn,within_subject_5fold,30,0.2388888888888889,0.23888888888888893,0.23948846978628513,0.23888888888888893,0.23887993662532545,0.23888888888888885,0.09497400554043756,0.23888888888888885,0.09497400554043756,0.24511684303350964,0.11443477754946736,0.23888888888888885,0.09497400554043756,0.22685638435638436,0.09371361180594538
6class,random_forest,within_subject_5fold,30,0.2763888888888889,0.2763888888888889,0.27647705220741964,0.2763888888888889,0.27613119410641795,0.27638888888888885,0.09095896850018302,0.27638888888888885,0.09095896850018302,0.27495630912297575,0.11792343151431889,0.27638888888888885,0.09095896850018302,0.2604644121310788,0.09558860949471554
