task,classifier,validation_strategy,fold,subject_id,subject_fold,train_sample_count,test_sample_count,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1
2class,lda,loso,1,1,,200,40,0.35,0.35,0.34375,0.35,0.3434343434343434
2class,lda,loso,2,2,,200,40,0.475,0.475,0.44285714285714284,0.475,0.3890909090909091
2class,lda,loso,3,3,,200,40,0.575,0.575,0.5940438871473355,0.575,0.5523370638578011
2class,lda,loso,4,4,,200,40,0.525,0.525,0.5900900900900901,0.525,0.42028985507246375
2class,lda,loso,5,5,,200,40,0.575,0.575,0.6298701298701299,0.575,0.5248078266946191
2class,lda,loso,6,6,,200,40,0.6,0.6,0.7777777777777778,0.6,0.5238095238095238
2class,svm,loso,1,1,,200,40,0.475,0.475,0.44285714285714284,0.475,0.3890909090909091
2class,svm,loso,2,2,,200,40,0.425,0.42500000000000004,0.4059561128526646,0.42500000000000004,0.39433838051349573
2class,svm,loso,3,3,,200,40,0.6,0.6000000000000001,0.601010101010101,0.6000000000000001,0.5989974937343359
2class,svm,loso,4,4,,200,40,0.55,0.5499999999999999,0.6388888888888888,0.5499999999999999,0.4642857142857143
2class,svm,loso,5,5,,200,40,0.5,0.5,0.5,0.5,0.4301994301994302
2class,svm,loso,6,6,,200,40,0.575,0.575,0.575187969924812,0.575,0.5747342088805503
2class,logistic_regression,loso,1,1,,200,40,0.35,0.35,0.3484848484848485,0.35,0.3483709273182957
2class,logistic_regression,loso,2,2,,200,40,0.5,0.5,0.5,0.5,0.40476190476190477
2class,logistic_regression,loso,3,3,,200,40,0.525,0.525,0.5432900432900433,0.525,0.4689028651292802
2class,logistic_regression,loso,4,4,,200,40,0.525,0.525,0.5900900900900901,0.525,0.42028985507246375
2class,logistic_regression,loso,5,5,,200,40,0.575,0.575,0.5854700854700855,0.575,0.5615731785944552
2class,logistic_regression,loso,6,6,,200,40,0.625,0.625,0.7164502164502164,0.625,0.5807127882599581
2class,knn,loso,1,1,,200,40,0.475,0.47500000000000003,0.45670995670995673,0.47500000000000003,0.4129979035639413
2class,knn,loso,2,2,,200,40,0.45,0.45,0.45,0.45,0.45
2class,knn,loso,3,3,,200,40,0.475,0.475,0.46865203761755486,0.475,0.4470046082949308
2class,knn,loso,4,4,,200,40,0.45,0.45,0.23684210526315788,0.45,0.3103448275862069
2class,knn,loso,5,5,,200,40,0.55,0.55,0.554945054945055,0.55,0.5396419437340154
2class,knn,loso,6,6,,200,40,0.525,0.525,0.53584229390681,0.525,0.4861392832995267
2class,random_forest,loso,1,1,,200,40,0.525,0.525,0.5432900432900433,0.525,0.4689028651292802
2class,random_forest,loso,2,2,,200,40,0.5,0.5,0.5,0.5,0.45054945054945056
2class,random_forest,loso,3,3,,200,40,0.575,0.575,0.575187969924812,0.575,0.5747342088805503
2class,random_forest,loso,4,4,,200,40,0.575,0.575,0.5854700854700855,0.575,0.5615731785944552
2class,random_forest,loso,5,5,,200,40,0.5,0.5,0.5,0.5,0.4301994301994302
2class,random_forest,loso,6,6,,200,40,0.6,0.6,0.6098901098901099,0.6,0.5907928388746804
4class,lda,loso,1,1,,400,80,0.225,0.225,0.22375425992447268,0.225,0.198675338107211
4class,lda,loso,2,2,,400,80,0.25,0.25,0.23466117216117216,0.25,0.23447574145712444
4class,lda,loso,3,3,,400,80,0.275,0.27499999999999997,0.26947848583878,0.27499999999999997,0.26934061721295766
4class,lda,loso,4,4,,400,80,0.2375,0.2375,0.15353089533417402,0.2375,0.1621773288439955
4class,lda,loso,5,5,,400,80,0.3375,0.3375,0.5198412698412699,0.3375,0.29403604757193025
4class,lda,loso,6,6,,400,80,0.275,0.275,0.20750000000000002,0.275,0.2025793650793651
4class,svm,loso,1,1,,400,80,0.225,0.225,0.18498789346246974,0.225,0.15197374589779655
4class,svm,loso,2,2,,400,80,0.2875,0.28750000000000003,0.23549107142857142,0.28750000000000003,0.19775132275132273
